id,user_id,event_id,ticket_price,payment_method,status,date
5878,1317,21,200,Paypal,accepted,2022-10-30
5879,252,21,300,Debit Card,accepted,2022-10-30
5880,667,21,150,Paypal,accepted,2022-10-30
5881,1030,21,300,Cash,accepted,2022-10-30
5882,2165,21,300,Paypal,accepted,2022-10-30
5883,787,21,150,Cash,accepted,2022-10-30
5884,604,21,300,Cash,accepted,2022-10-30
5885,382,21,200,Cash,accepted,2022-10-30
5886,503,21,150,Debit Card,rejected,2022-10-30
5887,2322,21,150,Debit Card,rejected,2022-10-30
5888,2472,21,150,Cash,rejected,2022-10-30
5889,760,21,200,Debit Card,accepted,2022-10-30
5890,181,21,150,Paypal,accepted,2022-10-30
5891,359,21,150,Cash,accepted,2022-10-30
5892,75,21,150,Paypal,accepted,2022-10-30
5893,2265,21,200,Cash,accepted,2022-10-30
5894,1701,21,150,Cash,accepted,2022-10-30
5895,1321,21,150,Debit Card,accepted,2022-10-30
5896,744,21,200,Cash,accepted,2022-10-30
5897,437,21,150,Cash,rejected,2022-10-30
5898,371,21,150,Cash,accepted,2022-10-30
5899,1504,21,150,Debit Card,accepted,2022-10-30
5900,453,21,300,Debit Card,accepted,2022-10-30
5901,780,21,150,Cash,accepted,2022-10-30
5902,1045,21,200,Paypal,rejected,2022-10-30
5903,548,21,300,Cash,accepted,2022-10-30
5904,2315,21,200,Debit Card,rejected,2022-10-30
5905,1585,21,150,Debit Card,rejected,2022-10-30
5906,838,21,150,Debit Card,accepted,2022-10-30
5907,1644,21,300,Debit Card,accepted,2022-10-30
5908,1930,22,200,Paypal,accepted,2022-11-14
5909,1281,22,500,Cash,accepted,2022-11-14
5910,2053,22,200,Cash,accepted,2022-11-14
5911,320,22,500,Cash,accepted,2022-11-14
5912,1519,22,200,Debit Card,accepted,2022-11-14
5913,1070,22,500,Debit Card,accepted,2022-11-14
5914,368,22,0,Cash,accepted,2022-11-14
5915,435,22,0,Cash,accepted,2022-11-14
5916,2180,22,500,Cash,accepted,2022-11-14
5917,1513,22,0,Debit Card,accepted,2022-11-14
5918,2034,22,0,Cash,accepted,2022-11-14
5919,2187,22,500,Paypal,accepted,2022-11-14
5920,1738,22,500,Debit Card,accepted,2022-11-14
5921,1779,22,200,Cash,accepted,2022-11-14
5922,2459,22,500,Debit Card,rejected,2022-11-14
5923,614,22,500,Cash,accepted,2022-11-14
5924,2269,22,0,Cash,accepted,2022-11-14
5925,141,22,0,Cash,accepted,2022-11-14
5926,509,22,0,Debit Card,accepted,2022-11-14
5927,834,22,0,Cash,rejected,2022-11-14
5928,871,22,200,Debit Card,rejected,2022-11-14
5929,1382,22,500,Cash,accepted,2022-11-14
5930,198,22,0,Paypal,rejected,2022-11-14
5931,1760,22,500,Paypal,accepted,2022-11-14
5932,1516,22,200,Cash,accepted,2022-11-14
5933,1602,22,500,Cash,accepted,2022-11-14
5934,1808,22,200,Paypal,accepted,2022-11-14
5935,1735,22,0,Paypal,accepted,2022-11-14
5936,2144,22,200,Paypal,rejected,2022-11-14
5937,322,22,0,Cash,accepted,2022-11-14
5938,362,22,500,Paypal,accepted,2022-11-14
5939,494,22,500,Paypal,accepted,2022-11-14
5940,1788,22,0,Paypal,accepted,2022-11-14
5941,578,22,500,Cash,accepted,2022-11-14
5942,964,22,500,Cash,accepted,2022-11-14
5943,2301,22,0,Debit Card,accepted,2022-11-14
5944,672,22,0,Cash,accepted,2022-11-14
5945,2101,22,500,Cash,accepted,2022-11-14
5946,201,22,500,Debit Card,accepted,2022-11-14
5947,406,22,0,Paypal,rejected,2022-11-14
5948,1954,22,0,Debit Card,accepted,2022-11-14
5949,910,22,200,Debit Card,accepted,2022-11-14
5950,2208,22,500,Debit Card,accepted,2022-11-14
5951,1428,22,0,Paypal,accepted,2022-11-14
5952,1213,22,200,Paypal,accepted,2022-11-14
5953,2353,22,0,Debit Card,accepted,2022-11-14
5954,2473,22,500,Cash,accepted,2022-11-14
5955,921,22,200,Cash,accepted,2022-11-14
5956,807,22,500,Paypal,rejected,2022-11-14
5957,690,22,500,Paypal,accepted,2022-11-14
5958,2063,22,500,Cash,rejected,2022-11-14
5959,2192,22,500,Debit Card,accepted,2022-11-14
5960,317,23,700,Cash,accepted,2023-01-15
5961,1266,23,700,Debit Card,rejected,2023-01-15
5962,588,23,500,Paypal,rejected,2023-01-15
5963,651,23,1000,Cash,accepted,2023-01-15
5964,736,23,1000,Debit Card,accepted,2023-01-15
5965,970,23,500,Debit Card,rejected,2023-01-15
5966,635,23,700,Paypal,accepted,2023-01-15
5967,925,23,500,Cash,accepted,2023-01-15
5968,2250,23,700,Cash,accepted,2023-01-15
5969,1998,23,700,Paypal,accepted,2023-01-15
5970,1164,23,1000,Cash,accepted,2023-01-15
5971,1350,23,500,Debit Card,accepted,2023-01-15
5972,1348,23,1000,Cash,accepted,2023-01-15
5973,916,23,700,Paypal,accepted,2023-01-15
5974,1415,23,2000,Paypal,accepted,2023-01-15
5975,1620,23,1000,Debit Card,accepted,2023-01-15
5976,1882,23,500,Cash,accepted,2023-01-15
5977,1089,23,500,Cash,accepted,2023-01-15
5978,461,23,700,Cash,accepted,2023-01-15
5979,2443,23,1000,Paypal,accepted,2023-01-15
5980,2233,23,500,Cash,accepted,2023-01-15
5981,957,23,2000,Cash,accepted,2023-01-15
5982,947,23,500,Paypal,accepted,2023-01-15
5983,2212,23,700,Debit Card,accepted,2023-01-15
5984,524,23,1000,Paypal,accepted,2023-01-15
5985,1944,23,1000,Cash,rejected,2023-01-15
5986,637,23,2000,Paypal,accepted,2023-01-15
5987,972,23,700,Cash,rejected,2023-01-15
5988,1660,23,700,Debit Card,rejected,2023-01-15
5989,1498,23,700,Cash,accepted,2023-01-15
5990,1136,23,2000,Cash,accepted,2023-01-15
5991,1052,23,500,Cash,accepted,2023-01-15
5992,912,23,2000,Paypal,rejected,2023-01-15
5993,1623,23,500,Cash,rejected,2023-01-15
5994,375,23,1000,Cash,accepted,2023-01-15
5995,2091,23,1000,Paypal,accepted,2023-01-15
5996,2460,23,1000,Cash,accepted,2023-01-15
5997,473,23,1000,Cash,accepted,2023-01-15
5998,186,23,2000,Debit Card,rejected,2023-01-15
5999,2104,23,500,Cash,accepted,2023-01-15
6000,2362,23,1000,Cash,accepted,2023-01-15
6001,1035,23,1000,Cash,accepted,2023-01-15
6002,2372,23,1000,Paypal,accepted,2023-01-15
6003,747,23,700,Paypal,accepted,2023-01-15
6004,717,23,2000,Paypal,accepted,2023-01-15
6005,1384,23,1000,Paypal,accepted,2023-01-15
6006,1333,23,700,Debit Card,accepted,2023-01-15
6007,2415,23,500,Debit Card,rejected,2023-01-15
6008,45,23,500,Cash,accepted,2023-01-15
6009,2473,23,2000,Paypal,accepted,2023-01-15
6010,494,23,1000,Cash,accepted,2023-01-15
6011,955,23,500,Cash,accepted,2023-01-15
6012,210,23,500,Debit Card,rejected,2023-01-15
6013,69,23,2000,Cash,accepted,2023-01-15
6014,1416,23,1000,Cash,accepted,2023-01-15
6015,1979,23,1000,Cash,rejected,2023-01-15
6016,98,23,500,Cash,rejected,2023-01-15
6017,1059,23,700,Paypal,rejected,2023-01-15
6018,952,23,500,Cash,accepted,2023-01-15
6019,1325,23,500,Cash,accepted,2023-01-15
6020,2409,23,2000,Debit Card,accepted,2023-01-15
6021,1521,23,2000,Cash,accepted,2023-01-15
6022,896,23,500,Cash,accepted,2023-01-15
6023,32,23,1000,Cash,accepted,2023-01-15
6024,1839,23,500,Paypal,accepted,2023-01-15
6025,1589,23,700,Cash,accepted,2023-01-15
6026,1591,23,500,Paypal,accepted,2023-01-15
6027,1445,23,2000,Debit Card,accepted,2023-01-15
6028,2173,23,2000,Cash,accepted,2023-01-15
6029,1201,23,500,Cash,accepted,2023-01-15
6030,805,23,700,Paypal,accepted,2023-01-15
6031,1686,23,1000,Paypal,accepted,2023-01-15
6032,1224,23,2000,Debit Card,accepted,2023-01-15
6033,1588,23,700,Cash,rejected,2023-01-15
6034,131,23,700,Cash,accepted,2023-01-15
6035,1109,23,2000,Paypal,accepted,2023-01-15
6036,1265,23,1000,Cash,accepted,2023-01-15
6037,1673,23,1000,Cash,accepted,2023-01-15
6038,744,23,700,Cash,accepted,2023-01-15
6039,2284,24,200,Paypal,rejected,2023-02-01
6040,2356,24,150,Debit Card,accepted,2023-02-01
6041,2253,24,300,Debit Card,accepted,2023-02-01
6042,2289,24,150,Cash,accepted,2023-02-01
6043,1333,24,300,Debit Card,accepted,2023-02-01
6044,779,24,150,Cash,accepted,2023-02-01
6045,415,24,150,Cash,accepted,2023-02-01
6046,428,24,150,Cash,accepted,2023-02-01
6047,305,24,150,Cash,accepted,2023-02-01
6048,1515,24,200,Cash,rejected,2023-02-01
6049,1684,24,300,Debit Card,accepted,2023-02-01
6050,1538,24,200,Debit Card,rejected,2023-02-01
6051,1219,24,150,Debit Card,accepted,2023-02-01
6052,2185,24,300,Cash,rejected,2023-02-01
6053,1858,24,300,Debit Card,accepted,2023-02-01
6054,1885,24,150,Cash,accepted,2023-02-01
6055,2267,24,300,Paypal,rejected,2023-02-01
6056,124,24,200,Debit Card,accepted,2023-02-01
6057,1412,24,300,Paypal,accepted,2023-02-01
6058,503,24,150,Paypal,rejected,2023-02-01
6059,265,24,200,Paypal,rejected,2023-02-01
6060,812,24,150,Debit Card,accepted,2023-02-01
6061,2389,24,300,Debit Card,accepted,2023-02-01
6062,1791,24,200,Paypal,accepted,2023-02-01
6063,1843,24,300,Paypal,accepted,2023-02-01
6064,1420,24,300,Debit Card,accepted,2023-02-01
6065,770,24,300,Cash,accepted,2023-02-01
6066,2408,24,200,Cash,rejected,2023-02-01
6067,1457,24,200,Paypal,accepted,2023-02-01
6068,1089,24,200,Cash,accepted,2023-02-01
6069,1657,24,150,Paypal,accepted,2023-02-01
6070,210,24,150,Cash,accepted,2023-02-01
6071,1518,24,300,Paypal,accepted,2023-02-01
6072,1724,24,300,Debit Card,accepted,2023-02-01
6073,1637,24,300,Cash,accepted,2023-02-01
6074,1184,24,200,Paypal,rejected,2023-02-01
6075,518,24,300,Paypal,accepted,2023-02-01
6076,1464,24,200,Cash,accepted,2023-02-01
6077,2480,24,300,Paypal,accepted,2023-02-01
6078,389,24,200,Cash,accepted,2023-02-01
6079,5,24,300,Paypal,accepted,2023-02-01
6080,145,24,200,Debit Card,rejected,2023-02-01
6081,1459,24,300,Debit Card,accepted,2023-02-01
6082,1408,24,300,Cash,rejected,2023-02-01
6083,760,24,200,Cash,accepted,2023-02-01
6084,855,24,150,Debit Card,rejected,2023-02-01
6085,2186,24,150,Cash,accepted,2023-02-01
6086,875,24,300,Cash,rejected,2023-02-01
6087,1458,24,150,Paypal,accepted,2023-02-01
6088,1864,24,150,Cash,rejected,2023-02-01
6089,130,24,150,Paypal,rejected,2023-02-01
6090,1190,24,200,Debit Card,rejected,2023-02-01
6091,1897,24,150,Cash,accepted,2023-02-01
6092,605,24,300,Cash,accepted,2023-02-01
6093,2066,24,200,Paypal,accepted,2023-02-01
6094,2441,24,300,Cash,rejected,2023-02-01
6095,111,24,200,Cash,accepted,2023-02-01
6096,1123,24,200,Paypal,accepted,2023-02-01
6097,926,24,150,Cash,accepted,2023-02-01
6098,1238,24,300,Cash,accepted,2023-02-01
6099,2184,24,150,Paypal,accepted,2023-02-01
6100,351,24,300,Cash,accepted,2023-02-01
6101,671,24,150,Cash,accepted,2023-02-01
6102,909,24,150,Paypal,accepted,2023-02-01
6103,376,24,300,Cash,rejected,2023-02-01
6104,1372,24,300,Cash,accepted,2023-02-01
6105,153,24,200,Cash,rejected,2023-02-01
6106,1955,24,200,Paypal,accepted,2023-02-01
6107,2399,24,300,Paypal,rejected,2023-02-01
6108,1155,24,150,Cash,accepted,2023-02-01
6109,777,24,200,Paypal,rejected,2023-02-01
6110,841,24,150,Cash,accepted,2023-02-01
6111,2347,24,150,Debit Card,accepted,2023-02-01
6112,1834,24,200,Debit Card,rejected,2023-02-01
6113,1962,24,300,Debit Card,accepted,2023-02-01
6114,1268,24,200,Debit Card,accepted,2023-02-01
6115,2081,24,300,Paypal,accepted,2023-02-01
6116,1305,24,200,Debit Card,accepted,2023-02-01
6117,1080,24,200,Paypal,accepted,2023-02-01
6118,216,24,300,Paypal,accepted,2023-02-01
6119,1315,24,200,Debit Card,rejected,2023-02-01
6120,1662,24,300,Paypal,accepted,2023-02-01
6121,2223,24,300,Paypal,accepted,2023-02-01
6122,1721,24,300,Paypal,accepted,2023-02-01
6123,1638,24,300,Debit Card,accepted,2023-02-01
6124,753,24,150,Cash,accepted,2023-02-01
6125,2007,24,150,Cash,accepted,2023-02-01
6126,1953,24,150,Debit Card,accepted,2023-02-01
6127,1560,24,300,Debit Card,accepted,2023-02-01
6128,536,24,300,Cash,accepted,2023-02-01
6129,602,24,150,Cash,accepted,2023-02-01
6130,1959,24,200,Debit Card,accepted,2023-02-01
6131,429,24,300,Debit Card,rejected,2023-02-01
6132,1824,24,150,Cash,accepted,2023-02-01
6133,811,24,300,Cash,accepted,2023-02-01
6134,2392,24,300,Cash,accepted,2023-02-01
6135,1541,24,300,Cash,accepted,2023-02-01
6136,1934,24,300,Debit Card,rejected,2023-02-01
6137,881,24,300,Cash,rejected,2023-02-01
6138,442,24,300,Cash,accepted,2023-02-01
6139,1506,24,150,Cash,accepted,2023-02-01
6140,2280,24,150,Cash,rejected,2023-02-01
6141,2333,25,3500,Cash,accepted,2023-02-17
6142,1758,25,5000,Cash,accepted,2023-02-17
6143,1656,25,5000,Cash,accepted,2023-02-17
6144,238,25,3500,Cash,accepted,2023-02-17
6145,966,25,3500,Cash,accepted,2023-02-17
6146,2329,25,5000,Paypal,accepted,2023-02-17
6147,241,25,3500,Debit Card,rejected,2023-02-17
6148,2315,25,5000,Paypal,accepted,2023-02-17
6149,1162,25,5000,Cash,rejected,2023-02-17
6150,1462,25,5000,Cash,rejected,2023-02-17
6151,1441,25,5000,Paypal,rejected,2023-02-17
6152,784,25,3500,Debit Card,rejected,2023-02-17
6153,89,25,3500,Cash,accepted,2023-02-17
6154,823,25,3500,Cash,accepted,2023-02-17
6155,872,25,5000,Cash,accepted,2023-02-17
6156,1293,25,3500,Cash,accepted,2023-02-17
6157,1632,25,3500,Cash,accepted,2023-02-17
6158,2418,25,3500,Debit Card,accepted,2023-02-17
6159,2196,25,5000,Cash,accepted,2023-02-17
6160,2249,25,5000,Paypal,rejected,2023-02-17
6161,1557,25,3500,Cash,rejected,2023-02-17
6162,1486,25,5000,Cash,accepted,2023-02-17
6163,1614,25,5000,Cash,accepted,2023-02-17
6164,1535,25,5000,Paypal,accepted,2023-02-17
6165,1043,25,3500,Paypal,accepted,2023-02-17
6166,836,25,5000,Cash,accepted,2023-02-17
6167,2347,25,5000,Cash,rejected,2023-02-17
6168,1911,25,5000,Cash,accepted,2023-02-17
6169,1015,25,3500,Paypal,accepted,2023-02-17
6170,1327,25,5000,Debit Card,rejected,2023-02-17
6171,488,25,3500,Cash,rejected,2023-02-17
6172,2008,25,3500,Cash,accepted,2023-02-17
6173,740,25,5000,Paypal,accepted,2023-02-17
6174,546,25,5000,Paypal,accepted,2023-02-17
6175,2281,25,3500,Cash,accepted,2023-02-17
6176,478,25,5000,Paypal,accepted,2023-02-17
6177,1783,25,3500,Cash,accepted,2023-02-17
6178,1221,25,5000,Debit Card,accepted,2023-02-17
6179,1694,25,5000,Cash,accepted,2023-02-17
6180,1960,25,5000,Cash,accepted,2023-02-17
6181,642,25,3500,Cash,accepted,2023-02-17
6182,2279,25,3500,Paypal,rejected,2023-02-17
6183,637,25,5000,Cash,accepted,2023-02-17
6184,1389,25,3500,Debit Card,accepted,2023-02-17
6185,2398,26,200,Paypal,accepted,2023-03-23
6186,1710,26,0,Cash,rejected,2023-03-23
6187,1918,26,500,Cash,rejected,2023-03-23
6188,1942,26,200,Cash,accepted,2023-03-23
6189,1745,26,500,Cash,accepted,2023-03-23
6190,2460,26,0,Debit Card,accepted,2023-03-23
6191,1404,26,500,Cash,rejected,2023-03-23
6192,1123,26,200,Paypal,accepted,2023-03-23
6193,2397,26,0,Cash,accepted,2023-03-23
6194,948,26,0,Debit Card,accepted,2023-03-23
6195,83,26,500,Paypal,accepted,2023-03-23
6196,1376,26,200,Debit Card,accepted,2023-03-23
6197,944,26,500,Debit Card,accepted,2023-03-23
6198,2443,26,0,Cash,accepted,2023-03-23
6199,999,26,0,Cash,accepted,2023-03-23
6200,805,26,500,Cash,accepted,2023-03-23
6201,294,26,0,Paypal,rejected,2023-03-23
6202,721,26,500,Cash,accepted,2023-03-23
6203,2245,26,200,Cash,accepted,2023-03-23
6204,151,26,500,Debit Card,accepted,2023-03-23
6205,412,26,200,Cash,accepted,2023-03-23
6206,1308,26,500,Debit Card,accepted,2023-03-23
6207,655,26,500,Paypal,accepted,2023-03-23
6208,1001,26,0,Cash,accepted,2023-03-23
6209,632,26,200,Paypal,accepted,2023-03-23
6210,1476,26,200,Cash,rejected,2023-03-23
6211,262,26,0,Debit Card,accepted,2023-03-23
6212,853,26,500,Debit Card,rejected,2023-03-23
6213,1987,26,500,Cash,accepted,2023-03-23
6214,2271,26,200,Paypal,rejected,2023-03-23
6215,678,26,500,Cash,accepted,2023-03-23
6216,383,26,200,Debit Card,accepted,2023-03-23
6217,1454,27,5000,Cash,accepted,2023-04-19
6218,74,27,5000,Debit Card,accepted,2023-04-19
6219,791,27,5000,Paypal,accepted,2023-04-19
6220,2070,27,3500,Debit Card,accepted,2023-04-19
6221,2134,27,3500,Cash,accepted,2023-04-19
6222,1199,27,5000,Paypal,accepted,2023-04-19
6223,1154,27,3500,Paypal,accepted,2023-04-19
6224,923,27,3500,Debit Card,accepted,2023-04-19
6225,1868,27,3500,Debit Card,rejected,2023-04-19
6226,673,27,5000,Debit Card,accepted,2023-04-19
6227,262,27,5000,Cash,accepted,2023-04-19
6228,1853,27,3500,Paypal,accepted,2023-04-19
6229,2167,27,3500,Cash,rejected,2023-04-19
6230,56,27,3500,Paypal,accepted,2023-04-19
6231,2014,27,3500,Debit Card,accepted,2023-04-19
6232,1503,27,5000,Paypal,accepted,2023-04-19
6233,46,27,5000,Debit Card,accepted,2023-04-19
6234,2293,27,3500,Cash,rejected,2023-04-19
6235,1172,27,5000,Paypal,accepted,2023-04-19
6236,296,27,3500,Paypal,accepted,2023-04-19
6237,1035,27,3500,Cash,accepted,2023-04-19
6238,1150,27,3500,Paypal,accepted,2023-04-19
6239,2325,27,5000,Cash,accepted,2023-04-19
6240,1839,27,5000,Cash,rejected,2023-04-19
6241,1228,27,3500,Debit Card,rejected,2023-04-19
6242,140,27,5000,Paypal,accepted,2023-04-19
6243,1526,27,5000,Cash,accepted,2023-04-19
6244,2294,27,3500,Debit Card,accepted,2023-04-19
6245,1752,27,5000,Paypal,accepted,2023-04-19
6246,602,27,5000,Paypal,accepted,2023-04-19
6247,490,27,5000,Paypal,accepted,2023-04-19
6248,912,27,3500,Paypal,accepted,2023-04-19
6249,331,27,5000,Cash,accepted,2023-04-19
6250,477,27,5000,Paypal,accepted,2023-04-19
6251,1607,27,3500,Cash,accepted,2023-04-19
6252,1021,27,3500,Paypal,accepted,2023-04-19
6253,1488,27,3500,Debit Card,accepted,2023-04-19
6254,1888,27,3500,Debit Card,accepted,2023-04-19
6255,614,27,5000,Debit Card,accepted,2023-04-19
6256,459,27,5000,Cash,accepted,2023-04-19
6257,17,27,5000,Cash,accepted,2023-04-19
6258,396,27,3500,Debit Card,accepted,2023-04-19
6259,1796,27,5000,Debit Card,accepted,2023-04-19
6260,2,27,3500,Paypal,accepted,2023-04-19
6261,628,27,5000,Debit Card,accepted,2023-04-19
6262,1334,27,5000,Debit Card,accepted,2023-04-19
6263,2386,27,3500,Debit Card,rejected,2023-04-19
6264,877,27,3500,Cash,accepted,2023-04-19
6265,546,27,5000,Cash,rejected,2023-04-19
6266,636,27,3500,Cash,rejected,2023-04-19
6267,1244,27,3500,Paypal,rejected,2023-04-19
6268,1931,27,3500,Debit Card,accepted,2023-04-19
6269,276,27,3500,Cash,accepted,2023-04-19
6270,1268,27,3500,Debit Card,accepted,2023-04-19
6271,2096,27,5000,Cash,accepted,2023-04-19
6272,370,27,3500,Paypal,rejected,2023-04-19
6273,39,27,5000,Debit Card,accepted,2023-04-19
6274,104,27,3500,Debit Card,rejected,2023-04-19
6275,2249,27,5000,Cash,accepted,2023-04-19
6276,797,27,3500,Cash,accepted,2023-04-19
6277,902,27,5000,Cash,accepted,2023-04-19
6278,750,27,3500,Paypal,accepted,2023-04-19
6279,1946,27,3500,Cash,accepted,2023-04-19
6280,178,27,3500,Cash,accepted,2023-04-19
6281,2403,27,5000,Cash,accepted,2023-04-19
6282,1492,27,3500,Debit Card,rejected,2023-04-19
6283,2360,27,3500,Cash,accepted,2023-04-19
6284,681,27,3500,Debit Card,accepted,2023-04-19
6285,769,27,5000,Cash,accepted,2023-04-19
6286,1516,27,5000,Paypal,accepted,2023-04-19
6287,1648,27,3500,Cash,accepted,2023-04-19
6288,2103,27,3500,Debit Card,accepted,2023-04-19
6289,1727,27,3500,Debit Card,accepted,2023-04-19
6290,499,27,5000,Paypal,accepted,2023-04-19
6291,2371,27,5000,Cash,accepted,2023-04-19
6292,1755,27,5000,Cash,rejected,2023-04-19
6293,565,27,3500,Paypal,accepted,2023-04-19
6294,1547,27,5000,Cash,accepted,2023-04-19
6295,1695,27,5000,Cash,accepted,2023-04-19
6296,1631,27,3500,Cash,accepted,2023-04-19
6297,980,27,3500,Cash,rejected,2023-04-19
6298,1111,27,3500,Paypal,accepted,2023-04-19
6299,1779,27,3500,Cash,accepted,2023-04-19
6300,789,27,5000,Cash,accepted,2023-04-19
6301,297,27,3500,Cash,rejected,2023-04-19
6302,78,27,5000,Paypal,rejected,2023-04-19
6303,1353,27,5000,Cash,accepted,2023-04-19
6304,2303,27,5000,Debit Card,accepted,2023-04-19
6305,2387,27,3500,Paypal,accepted,2023-04-19
6306,806,27,5000,Paypal,accepted,2023-04-19
6307,2445,27,3500,Cash,accepted,2023-04-19
6308,2298,27,5000,Cash,accepted,2023-04-19
6309,634,27,5000,Debit Card,rejected,2023-04-19
6310,1688,27,3500,Debit Card,accepted,2023-04-19
6311,1895,27,3500,Cash,rejected,2023-04-19
6312,2049,27,3500,Paypal,rejected,2023-04-19
6313,2042,27,3500,Debit Card,accepted,2023-04-19
6314,1222,27,3500,Cash,accepted,2023-04-19
6315,1012,27,3500,Cash,accepted,2023-04-19
6316,1370,27,5000,Debit Card,accepted,2023-04-19
6317,1866,27,3500,Debit Card,accepted,2023-04-19
6318,343,27,3500,Debit Card,accepted,2023-04-19
6319,1884,27,3500,Cash,accepted,2023-04-19
6320,21,27,3500,Debit Card,accepted,2023-04-19
6321,223,27,5000,Debit Card,accepted,2023-04-19
6322,726,27,5000,Debit Card,rejected,2023-04-19
6323,941,27,3500,Debit Card,accepted,2023-04-19
6324,1001,27,5000,Debit Card,accepted,2023-04-19
6325,2152,27,5000,Cash,accepted,2023-04-19
6326,747,27,3500,Paypal,accepted,2023-04-19
6327,595,27,3500,Cash,accepted,2023-04-19
6328,1863,27,3500,Paypal,accepted,2023-04-19
6329,1820,27,5000,Cash,accepted,2023-04-19
6330,771,27,3500,Cash,accepted,2023-04-19
6331,1217,27,3500,Cash,accepted,2023-04-19
6332,1261,27,5000,Debit Card,rejected,2023-04-19
6333,1289,27,5000,Cash,accepted,2023-04-19
6334,1395,27,5000,Cash,accepted,2023-04-19
6335,1757,27,3500,Debit Card,accepted,2023-04-19
6336,1664,27,3500,Cash,rejected,2023-04-19
6337,1694,27,5000,Debit Card,accepted,2023-04-19
6338,2008,27,3500,Debit Card,accepted,2023-04-19
6339,338,27,3500,Cash,accepted,2023-04-19
6340,248,27,3500,Paypal,accepted,2023-04-19
6341,1762,27,3500,Paypal,accepted,2023-04-19
6342,308,27,5000,Debit Card,accepted,2023-04-19
6343,474,27,5000,Cash,accepted,2023-04-19
6344,190,27,3500,Paypal,accepted,2023-04-19
6345,1234,27,3500,Debit Card,accepted,2023-04-19
6346,2274,27,3500,Debit Card,accepted,2023-04-19
6347,613,27,3500,Paypal,accepted,2023-04-19
6348,1060,27,5000,Cash,accepted,2023-04-19
6349,706,27,3500,Cash,accepted,2023-04-19
6350,1067,27,3500,Paypal,accepted,2023-04-19
6351,2459,27,3500,Paypal,accepted,2023-04-19
6352,146,27,5000,Paypal,accepted,2023-04-19
6353,1373,27,3500,Cash,accepted,2023-04-19
6354,1474,27,5000,Cash,rejected,2023-04-19
6355,1785,27,5000,Cash,accepted,2023-04-19
6356,1554,27,5000,Cash,accepted,2023-04-19
6357,1502,27,5000,Cash,accepted,2023-04-19
6358,1240,27,5000,Paypal,accepted,2023-04-19
6359,572,27,5000,Cash,accepted,2023-04-19
6360,436,27,3500,Cash,accepted,2023-04-19
6361,695,27,3500,Paypal,accepted,2023-04-19
6362,1703,27,5000,Cash,accepted,2023-04-19
6363,537,27,3500,Debit Card,accepted,2023-04-19
6364,82,27,5000,Debit Card,accepted,2023-04-19
6365,1655,27,5000,Cash,rejected,2023-04-19
6366,742,27,5000,Debit Card,accepted,2023-04-19
6367,2107,27,3500,Debit Card,accepted,2023-04-19
6368,480,27,3500,Paypal,rejected,2023-04-19
6369,145,27,5000,Cash,accepted,2023-04-19
6370,763,27,3500,Cash,accepted,2023-04-19
6371,1969,27,3500,Cash,rejected,2023-04-19
6372,610,27,5000,Cash,accepted,2023-04-19
6373,35,27,5000,Cash,accepted,2023-04-19
6374,2218,27,3500,Cash,accepted,2023-04-19
6375,2024,27,5000,Cash,accepted,2023-04-19
6376,718,27,3500,Cash,accepted,2023-04-19
6377,417,27,3500,Cash,accepted,2023-04-19
6378,982,27,3500,Cash,accepted,2023-04-19
6379,1219,27,5000,Paypal,rejected,2023-04-19
6380,312,27,3500,Paypal,accepted,2023-04-19
6381,751,27,3500,Debit Card,accepted,2023-04-19
6382,793,27,5000,Cash,accepted,2023-04-19
6383,2195,27,3500,Debit Card,accepted,2023-04-19
6384,1158,27,5000,Debit Card,accepted,2023-04-19
6385,1715,27,5000,Cash,accepted,2023-04-19
6386,2384,27,3500,Cash,accepted,2023-04-19
6387,669,27,5000,Debit Card,accepted,2023-04-19
6388,1626,27,5000,Cash,accepted,2023-04-19
6389,2299,27,3500,Paypal,accepted,2023-04-19
6390,1585,27,5000,Paypal,accepted,2023-04-19
6391,588,27,5000,Cash,accepted,2023-04-19
6392,541,27,3500,Debit Card,rejected,2023-04-19
6393,1970,27,5000,Cash,rejected,2023-04-19
6394,579,27,5000,Debit Card,accepted,2023-04-19
6395,2437,27,5000,Cash,accepted,2023-04-19
6396,772,27,3500,Paypal,rejected,2023-04-19
6397,1550,27,3500,Cash,accepted,2023-04-19
6398,1890,27,3500,Cash,accepted,2023-04-19
6399,1459,27,5000,Debit Card,accepted,2023-04-19
6400,1004,27,5000,Cash,accepted,2023-04-19
6401,255,27,3500,Paypal,accepted,2023-04-19
6402,322,27,5000,Debit Card,accepted,2023-04-19
6403,2271,27,3500,Cash,rejected,2023-04-19
6404,1861,27,3500,Cash,accepted,2023-04-19
6405,143,27,3500,Debit Card,accepted,2023-04-19
6406,464,27,5000,Debit Card,accepted,2023-04-19
6407,2142,27,5000,Paypal,accepted,2023-04-19
6408,816,27,3500,Cash,accepted,2023-04-19
6409,170,27,5000,Debit Card,accepted,2023-04-19
6410,832,27,3500,Cash,accepted,2023-04-19
6411,449,27,5000,Paypal,rejected,2023-04-19
6412,340,27,3500,Cash,rejected,2023-04-19
6413,1385,27,5000,Debit Card,accepted,2023-04-19
6414,98,27,3500,Cash,rejected,2023-04-19
6415,1348,27,3500,Paypal,accepted,2023-04-19
6416,1026,27,5000,Paypal,rejected,2023-04-19
